,precision,recall,f1-score,support
0.0,0.26575028636884307,0.928,0.41317898486197685,250.0
1.0,0.0,0.0,0.0,250.0
2.0,0.0,0.0,0.0,250.0
3.0,0.3228346456692913,0.164,0.21750663129973472,250.0
accuracy,0.273,0.273,0.273,0.273
macro avg,0.1471462330095336,0.273,0.1576714040404279,1000.0
weighted avg,0.1471462330095336,0.273,0.1576714040404279,1000.0
